"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2020","24,586.60","24,290.01","24,678.90","24,258.56","1.94B","-0.49%"
"10/28/2020","24,708.80","24,773.54","24,844.79","24,586.06","2.01B","-0.32%"
"10/27/2020","24,787.19","24,839.97","24,872.52","24,602.11","2.44B","-0.53%"
"10/23/2020","24,918.78","24,773.12","24,970.59","24,683.25","2.37B","0.54%"
"10/22/2020","24,786.13","24,696.31","24,817.01","24,556.55","2.49B","0.13%"
"10/21/2020","24,754.42","24,695.54","24,903.00","24,653.16","1.93B","0.75%"
"10/20/2020","24,569.54","24,571.64","24,600.39","24,456.84","1.88B","0.11%"
"10/19/2020","24,542.26","24,565.43","24,771.85","24,478.47","3.61B","0.64%"
"10/16/2020","24,386.79","24,194.41","24,456.97","24,194.41","2.70B","0.94%"
"10/15/2020","24,158.54","24,533.75","24,573.25","24,102.21","2.13B","-2.06%"
"10/14/2020","24,667.09","24,808.85","24,808.85","24,498.94","2.55B","0.28%"
"10/13/2020","24,597.50","24,614.76","24,740.24","24,524.26","","-0.21%"
"10/12/2020","24,649.68","24,217.25","24,702.81","24,196.80","2.43B","2.20%"
"10/09/2020","24,119.13","24,343.81","24,343.81","24,059.29","1.36B","-0.31%"
"10/08/2020","24,193.35","24,263.33","24,263.33","24,021.93","1.18B","-0.20%"
"10/07/2020","24,242.86","23,999.79","24,243.91","23,905.42","1.54B","1.09%"
"10/06/2020","23,980.65","23,895.21","24,005.03","23,842.25","1.33B","0.90%"
"10/05/2020","23,767.78","24,039.39","24,039.39","23,674.52","1.42B","1.32%"
"09/30/2020","23,459.05","23,548.89","23,780.87","23,368.49","1.45B","0.79%"
"09/29/2020","23,275.53","23,584.61","23,601.40","23,256.92","1.53B","-0.85%"
"09/28/2020","23,476.05","23,284.09","23,523.81","23,250.34","1.45B","1.04%"
"09/25/2020","23,235.42","23,425.75","23,495.26","23,124.25","1.79B","-0.32%"
"09/24/2020","23,311.07","23,537.83","23,590.42","23,225.33","1.91B","-1.82%"
"09/23/2020","23,742.51","23,701.12","23,795.19","23,559.99","1.64B","0.11%"
"09/22/2020","23,716.85","23,839.67","23,908.51","23,675.62","1.55B","-0.98%"
"09/21/2020","23,950.69","24,483.91","24,542.55","23,928.02","1.60B","-2.06%"
"09/18/2020","24,455.41","24,381.13","24,501.16","24,295.01","2.30B","0.47%"
"09/17/2020","24,340.85","24,676.41","24,713.79","24,250.90","1.63B","-1.56%"
"09/16/2020","24,725.63","24,823.96","24,829.87","24,635.24","1.30B","-0.03%"
"09/15/2020","24,732.76","24,621.65","24,826.87","24,621.65","1.73B","0.38%"
"09/14/2020","24,640.28","24,569.03","24,750.95","24,556.52","1.09B","0.56%"
"09/11/2020","24,503.31","24,352.63","24,572.66","24,293.03","1.31B","0.78%"
"09/10/2020","24,313.54","24,584.94","24,615.60","24,293.21","1.35B","-0.64%"
"09/09/2020","24,468.93","24,295.42","24,520.92","24,213.36","1.75B","-0.63%"
"09/08/2020","24,624.34","24,785.26","24,785.26","24,341.32","2.07B","0.14%"
"09/07/2020","24,589.65","24,621.02","24,908.29","24,475.61","1.68B","-0.43%"
"09/04/2020","24,695.45","24,668.80","24,813.96","24,488.64","3.39B","-1.25%"
"09/03/2020","25,007.60","25,026.99","25,216.02","24,854.58","2.01B","-0.45%"
"09/02/2020","25,120.09","25,239.86","25,239.86","24,931.17","2.35B","-0.26%"
"09/01/2020","25,184.85","25,085.67","25,254.14","24,995.45","1.73B","0.03%"
"08/31/2020","25,177.05","25,732.49","25,847.11","25,177.05","3.20B","-0.96%"
"08/28/2020","25,422.06","25,330.77","25,749.40","25,258.16","2.07B","0.56%"
"08/27/2020","25,281.15","25,469.77","25,469.77","25,186.42","1.70B","-0.83%"
"08/26/2020","25,491.79","25,520.41","25,603.17","25,360.03","1.32B","0.02%"
"08/25/2020","25,486.22","25,586.99","25,621.08","25,352.26","1.35B","-0.26%"
"08/24/2020","25,551.58","25,352.79","25,551.58","25,325.15","1.35B","1.74%"
"08/21/2020","25,113.84","25,007.13","25,178.79","24,885.86","1.21B","1.30%"
"08/20/2020","24,791.39","25,055.35","25,055.35","24,621.32","2.00B","-1.54%"
"08/19/2020","25,178.91","25,359.03","25,382.51","25,079.25","1.13B","-0.74%"
"08/18/2020","25,367.38","25,470.97","25,470.97","25,257.88","1.53B","0.08%"
"08/17/2020","25,347.34","25,212.28","25,588.67","25,163.29","1.96B","0.65%"
"08/14/2020","25,183.01","25,072.45","25,378.53","25,040.55","1.43B","-0.19%"
"08/13/2020","25,230.67","25,490.02","25,490.02","25,144.46","1.76B","-0.05%"
"08/12/2020","25,244.02","24,868.63","25,291.80","24,685.44","1.76B","1.42%"
"08/11/2020","24,890.68","24,662.04","25,031.57","24,662.04","1.63B","2.11%"
"08/10/2020","24,377.43","24,376.82","24,536.01","24,272.67","1.26B","-0.63%"
"08/07/2020","24,531.62","24,909.37","24,909.37","24,167.79","1.61B","-1.60%"
"08/06/2020","24,930.58","25,201.44","25,201.44","24,641.09","1.60B","-0.69%"
"08/05/2020","25,102.54","25,029.39","25,167.22","24,868.29","1.48B","0.62%"
"08/04/2020","24,946.63","24,664.60","25,062.41","24,539.44","1.91B","2.00%"
"08/03/2020","24,458.13","24,566.81","24,647.28","24,250.98","2.01B","-0.56%"
"07/31/2020","24,595.35","24,747.29","24,938.85","24,534.79","1.76B","-0.47%"
"07/30/2020","24,710.59","24,979.24","25,197.31","24,616.05","1.78B","-0.69%"
"07/29/2020","24,883.14","24,710.51","24,905.44","24,671.51","1.08B","0.45%"
"07/28/2020","24,772.76","24,942.74","24,942.74","24,642.35","1.36B","0.69%"
"07/27/2020","24,603.26","24,909.96","24,972.46","24,526.91","1.49B","-0.41%"
"07/24/2020","24,705.33","25,040.76","25,101.10","24,598.46","3.03B","-2.21%"
"07/23/2020","25,263.00","25,235.90","25,346.36","24,992.37","1.91B","0.82%"
"07/22/2020","25,057.94","25,575.25","25,779.66","25,057.94","2.39B","-2.25%"
"07/21/2020","25,635.66","25,427.06","25,635.66","25,378.38","1.75B","2.31%"
"07/20/2020","25,057.99","25,019.60","25,222.11","24,766.17","1.65B","-0.12%"
"07/17/2020","25,089.17","25,142.06","25,263.97","25,015.28","1.36B","0.47%"
"07/16/2020","24,970.69","25,549.40","25,576.49","24,919.95","1.94B","-2.00%"
"07/15/2020","25,481.58","25,888.78","25,888.78","25,299.36","1.85B","0.01%"
"07/14/2020","25,477.89","25,663.16","25,663.16","25,254.32","2.18B","-1.14%"
"07/13/2020","25,772.12","25,848.80","26,103.84","25,715.24","2.13B","0.17%"
"07/10/2020","25,727.41","25,931.78","26,137.91","25,570.36","2.14B","-1.84%"
"07/09/2020","26,210.16","26,351.13","26,374.94","26,016.75","2.45B","0.31%"
"07/08/2020","26,129.18","26,078.61","26,299.84","25,849.78","2.58B","0.59%"
"07/07/2020","25,975.66","26,571.08","26,782.62","25,911.74","3.91B","-1.38%"
"07/06/2020","26,339.16","25,545.54","26,453.61","25,543.15","4.88B","3.81%"
"07/03/2020","25,373.12","25,319.28","25,453.58","25,182.60","2.32B","0.99%"
"07/02/2020","25,124.19","24,563.57","25,124.19","24,563.57","2.75B","2.85%"
"06/30/2020","24,427.19","24,468.24","24,598.61","24,271.77","1.89B","0.52%"
"06/29/2020","24,301.28","24,627.64","24,627.64","24,148.62","1.84B","-1.01%"
"06/26/2020","24,549.99","24,697.98","24,756.58","24,537.77","1.51B","-0.93%"
"06/24/2020","24,781.58","25,034.87","25,071.32","24,770.95","1.43B","-0.50%"
"06/23/2020","24,907.34","24,541.44","24,907.34","24,184.88","1.55B","1.62%"
"06/22/2020","24,511.34","24,528.53","24,628.95","24,391.17","1.61B","-0.54%"
"06/19/2020","24,643.89","24,373.36","24,776.54","24,334.36","2.39B","0.73%"
"06/18/2020","24,464.94","24,386.31","24,464.94","24,121.89","1.81B","-0.07%"
"06/17/2020","24,481.41","24,363.39","24,532.01","24,195.82","1.28B","0.56%"
"06/16/2020","24,344.09","24,318.15","24,534.77","24,302.25","1.61B","2.39%"
"06/15/2020","23,776.95","23,991.38","24,242.97","23,684.96","2.10B","-2.16%"
"06/12/2020","24,301.38","23,920.70","24,317.72","23,895.03","1.82B","-0.73%"
"06/11/2020","24,480.15","24,997.84","25,059.32","24,480.15","1.84B","-2.27%"
"06/10/2020","25,049.73","25,179.03","25,303.78","24,968.30","1.97B","-0.03%"
"06/09/2020","25,057.22","24,906.01","25,253.67","24,837.73","2.20B","1.13%"
"06/08/2020","24,776.77","25,018.05","25,018.78","24,678.55","2.12B","0.03%"
"06/05/2020","24,770.41","24,388.18","24,810.22","24,253.56","2.40B","1.66%"
"06/04/2020","24,366.30","24,643.84","24,643.84","24,204.10","1.89B","0.17%"
"06/03/2020","24,325.62","24,303.56","24,364.01","24,219.96","2.46B","1.37%"
"06/02/2020","23,995.94","23,792.24","23,995.94","23,766.15","1.81B","1.11%"
"06/01/2020","23,732.52","23,539.91","23,806.32","23,539.91","2.57B","3.36%"
"05/29/2020","22,961.47","22,781.11","23,089.77","22,781.11","3.62B","-0.74%"
"05/28/2020","23,132.76","23,206.75","23,451.78","22,779.62","2.36B","-0.72%"
"05/27/2020","23,301.36","23,515.14","23,515.14","23,134.61","1.84B","-0.36%"
"05/26/2020","23,384.66","23,198.34","23,481.48","23,165.49","1.42B","1.88%"
"05/25/2020","22,952.24","22,725.70","22,968.65","22,519.73","1.77B","0.10%"
"05/22/2020","22,930.14","23,756.91","23,756.91","22,878.26","3.68B","-5.56%"
"05/21/2020","24,280.03","24,528.91","24,528.91","24,208.16","1.47B","-0.49%"
"05/20/2020","24,399.95","24,462.90","24,514.87","24,315.75","1.43B","0.05%"
"05/19/2020","24,388.13","24,489.55","24,552.55","24,314.45","2.02B","1.89%"
"05/18/2020","23,934.77","23,736.67","23,952.05","23,722.17","1.65B","0.58%"
"05/15/2020","23,797.47","23,834.68","23,985.12","23,671.61","1.51B","-0.14%"
"05/14/2020","23,829.74","24,038.07","24,081.19","23,790.27","1.70B","-1.45%"
"05/13/2020","24,180.30","24,111.67","24,320.20","23,979.37","1.36B","-0.27%"
"05/12/2020","24,245.68","24,358.00","24,411.04","24,136.20","1.48B","-1.45%"
"05/11/2020","24,602.06","24,470.18","24,766.83","24,470.18","1.46B","1.53%"
"05/08/2020","24,230.17","24,193.36","24,263.73","24,097.12","1.27B","1.04%"
"05/07/2020","23,980.63","24,120.81","24,120.81","23,913.50","1.32B","-0.65%"
"05/06/2020","24,137.48","23,868.02","24,235.03","23,868.02","1.89B","1.13%"
"05/05/2020","23,868.66","23,755.77","23,928.45","23,697.88","1.33B","1.08%"
"05/04/2020","23,613.80","23,895.11","23,897.53","23,584.95","2.56B","-4.18%"
"04/29/2020","24,643.59","24,786.02","24,855.47","24,549.62","1.65B","0.28%"
"04/28/2020","24,575.96","24,401.12","24,582.66","24,176.88","1.69B","1.22%"
"04/27/2020","24,280.14","24,030.66","24,318.81","24,030.54","1.59B","1.88%"
"04/24/2020","23,831.33","23,844.55","23,957.17","23,730.49","1.30B","-0.61%"
"04/23/2020","23,977.32","23,983.65","24,107.88","23,806.30","1.81B","0.35%"
"04/22/2020","23,893.36","23,540.54","23,939.29","23,483.31","1.67B","0.42%"
"04/21/2020","23,793.55","24,247.84","24,247.84","23,676.13","2.16B","-2.20%"
"04/20/2020","24,330.02","24,503.56","24,503.56","24,225.55","1.38B","-0.21%"
"04/17/2020","24,380.00","24,457.83","24,666.64","24,308.78","1.94B","1.56%"
"04/16/2020","24,006.45","24,025.45","24,102.91","23,854.79","1.87B","-0.58%"
"04/15/2020","24,145.34","24,499.86","24,603.60","24,090.50","1.91B","-1.19%"
"04/14/2020","24,435.40","24,347.61","24,546.39","24,283.13","2.05B","0.56%"
"04/09/2020","24,300.33","24,181.32","24,308.69","24,045.18","1.73B","1.38%"
"04/08/2020","23,970.37","24,191.32","24,191.32","23,897.40","1.84B","-1.17%"
"04/07/2020","24,253.29","24,093.05","24,262.01","23,796.03","2.54B","2.12%"
"04/06/2020","23,749.12","23,558.83","23,832.93","23,271.47","1.83B","2.21%"
"04/03/2020","23,236.11","23,072.95","23,236.11","23,030.58","1.87B","-0.19%"
"04/02/2020","23,280.06","22,838.67","23,280.06","22,756.13","2.56B","0.84%"
"04/01/2020","23,085.79","23,365.90","23,540.01","22,947.64","2.88B","-2.19%"
"03/31/2020","23,603.48","23,613.27","23,627.53","23,238.04","2.88B","1.85%"
"03/30/2020","23,175.11","23,020.85","23,491.51","22,973.33","2.55B","-1.32%"
"03/27/2020","23,484.28","23,768.41","23,791.20","23,354.01","2.20B","0.56%"
"03/26/2020","23,352.34","23,604.83","23,604.83","23,163.67","2.52B","-0.74%"
"03/25/2020","23,527.19","23,255.91","23,569.45","23,062.23","3.61B","3.81%"
"03/24/2020","22,663.49","22,497.57","22,753.01","22,383.25","3.61B","4.46%"
"03/23/2020","21,696.13","21,659.55","22,064.31","21,659.55","3.48B","-4.86%"
"03/20/2020","22,805.07","22,147.34","22,805.07","22,147.34","4.53B","5.05%"
"03/19/2020","21,709.13","22,221.38","22,380.34","21,139.26","5.63B","-2.61%"
"03/18/2020","22,291.82","23,023.34","23,425.03","22,167.42","4.22B","-4.18%"
"03/17/2020","23,263.73","23,001.76","23,401.20","22,676.46","3.64B","0.87%"
"03/16/2020","23,063.57","23,317.81","23,631.53","22,842.25","4.07B","-4.03%"
"03/13/2020","24,032.91","22,519.32","24,184.48","22,519.32","5.50B","-1.14%"
"03/12/2020","24,309.07","24,657.67","24,657.67","24,117.94","3.75B","-3.66%"
"03/11/2020","25,231.61","25,459.96","25,493.23","25,140.38","2.63B","-0.63%"
"03/10/2020","25,392.51","25,285.68","25,578.61","24,978.97","3.23B","1.41%"
"03/09/2020","25,040.46","25,134.02","25,321.28","24,948.38","4.68B","-4.23%"
"03/06/2020","26,146.67","26,397.78","26,408.80","26,084.23","2.65B","-2.32%"
"03/05/2020","26,767.87","26,348.16","26,805.58","26,315.36","2.52B","2.08%"
"03/04/2020","26,222.07","26,321.56","26,372.48","26,038.39","1.96B","-0.24%"
"03/03/2020","26,284.82","26,419.13","26,527.75","26,233.39","2.14B","-0.03%"
"03/02/2020","26,291.68","26,077.73","26,375.91","26,077.73","2.20B","0.62%"
"02/28/2020","26,129.93","26,249.06","26,313.55","25,989.41","3.19B","-2.42%"
"02/27/2020","26,778.62","26,529.17","26,849.57","26,419.97","2.11B","0.31%"
"02/26/2020","26,696.49","26,479.90","26,776.06","26,479.90","2.04B","-0.73%"
"02/25/2020","26,893.23","26,722.39","26,914.05","26,667.04","1.92B","0.27%"
"02/24/2020","26,820.88","27,105.35","27,105.35","26,813.22","2.04B","-1.79%"
"02/21/2020","27,308.81","27,450.46","27,484.53","27,264.78","1.77B","-1.09%"
"02/20/2020","27,609.16","27,767.28","27,767.28","27,383.13","1.58B","-0.17%"
"02/19/2020","27,655.81","27,486.46","27,697.46","27,448.60","1.47B","0.46%"
"02/18/2020","27,530.20","27,766.50","27,771.30","27,496.25","1.59B","-1.54%"
"02/17/2020","27,959.60","27,766.71","28,055.58","27,766.71","1.41B","0.52%"
"02/14/2020","27,815.60","27,698.56","27,960.66","27,695.59","1.45B","0.31%"
"02/13/2020","27,730.00","27,953.65","27,953.65","27,695.60","1.62B","-0.34%"
"02/12/2020","27,823.66","27,717.22","27,892.48","27,614.83","1.80B","0.87%"
"02/11/2020","27,583.88","27,514.25","27,674.81","27,436.99","1.87B","1.26%"
"02/10/2020","27,241.34","27,092.15","27,314.64","27,044.88","1.61B","-0.59%"
"02/07/2020","27,404.27","27,356.28","27,410.58","27,224.12","1.46B","-0.33%"
"02/06/2020","27,493.70","27,174.53","27,608.22","27,029.49","2.25B","2.64%"
"02/05/2020","26,786.74","26,869.32","26,926.12","26,641.92","2.50B","0.42%"
"02/04/2020","26,675.98","26,491.66","26,730.26","26,491.66","2.50B","1.21%"
"02/03/2020","26,356.98","26,189.61","26,512.58","26,145.59","2.42B","0.17%"
"01/31/2020","26,312.63","26,757.61","26,818.84","26,295.49","1.87B","-0.52%"
"01/30/2020","26,449.13","27,030.61","27,134.55","26,330.05","2.22B","-2.62%"
"01/29/2020","27,160.63","27,101.54","27,333.30","27,101.54","2.20B","-2.82%"
"01/24/2020","27,949.64","27,935.42","27,977.63","27,774.50","612.13M","0.15%"
"01/23/2020","27,909.12","28,109.75","28,133.03","27,706.37","1.75B","-1.52%"
"01/22/2020","28,341.04","28,116.50","28,393.93","27,937.68","1.34B","1.27%"
"01/21/2020","27,985.33","28,449.38","28,492.03","27,980.50","2.24B","-2.81%"
"01/20/2020","28,795.91","29,169.12","29,174.92","28,795.42","1.63B","-0.90%"
"01/17/2020","29,056.42","28,988.16","29,101.15","28,813.13","1.55B","0.60%"
"01/16/2020","28,883.04","28,806.12","28,987.73","28,709.57","1.62B","0.38%"
"01/15/2020","28,773.59","28,891.07","28,972.68","28,619.10","1.24B","-0.39%"
"01/14/2020","28,885.14","29,149.53","29,149.53","28,790.49","1.64B","-0.24%"
"01/13/2020","28,954.94","28,772.37","28,971.40","28,671.84","1.77B","1.11%"
"01/10/2020","28,638.20","28,665.14","28,665.14","28,504.27","1.45B","0.27%"
"01/09/2020","28,561.00","28,367.65","28,561.00","28,325.86","1.69B","1.68%"
"01/08/2020","28,087.92","27,999.58","28,198.61","27,857.73","1.71B","-0.83%"
"01/07/2020","28,322.06","28,352.68","28,473.08","28,264.07","1.30B","0.34%"
"01/06/2020","28,226.19","28,326.50","28,367.87","28,054.29","1.79B","-0.79%"
"01/03/2020","28,451.50","28,828.36","28,883.30","28,428.17","1.80B","-0.32%"
"01/02/2020","28,543.52","28,249.37","28,543.52","28,245.97","1.26B","1.25%"
