Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-04-07,24.817170318539,24.869749069213867,24.764591567864127,24.869749069213867,28000,7,2,14,4,1993
1993-04-08,24.97490389547301,24.97490389547301,24.729536418605203,24.834693908691406,180800,8,3,14,4,1993
1993-04-12,25.08007271752726,25.20275651139357,25.045020204994028,25.185230255126953,348500,12,0,15,4,1993
1993-04-13,25.167687988281248,25.325424194335938,25.150161743164062,25.23779296875,146100,13,1,15,4,1993
1993-04-14,25.25533756261409,25.27286382046462,25.18523253121197,25.2027587890625,119600,14,2,15,4,1993
1993-04-15,25.18523253121197,25.25533756261409,25.09760124195932,25.2027587890625,148600,15,3,15,4,1993
1993-04-16,25.22028504691303,25.25533756261409,25.16770627336144,25.2027587890625,47900,16,4,15,4,1993
1993-04-19,25.20274890601302,25.272853909924045,25.08006514916873,25.097591400146484,157000,19,0,16,4,1993
1993-04-20,25.06253625970138,25.097588757966694,24.817168771844162,24.974905014038086,279500,20,1,16,4,1993
1993-04-21,25.027489121040603,25.027489121040603,24.88727909795354,24.95738410949707,67900,21,2,16,4,1993
1993-04-22,24.85222557903523,25.062540605091947,24.641910552978516,24.641910552978516,97700,22,3,16,4,1993
1993-04-23,24.58932763372149,24.65943263053894,24.501696387699674,24.5367488861084,106000,23,4,16,4,1993
1993-04-26,24.55427864354836,24.641909902090646,24.273858616213047,24.343963623046875,62600,26,0,17,4,1993
1993-04-27,24.308909137704095,24.606855392456055,24.308909137704095,24.606855392456055,156800,27,1,17,4,1993
1993-04-28,24.57180939700925,24.624388161767474,24.51923063225103,24.554283142089844,85900,28,2,17,4,1993
1993-04-29,24.60685461568934,24.659433364868164,24.466644617879144,24.659433364868164,85000,29,3,17,4,1993
1993-04-30,24.747061546006215,24.834692783775356,24.694482803344727,24.694482803344727,88500,30,4,17,4,1993
1993-05-03,24.729542488776072,24.85222625732422,24.624384972877664,24.85222625732422,80500,3,0,18,5,1993
1993-05-04,24.90480116832784,25.027484917925516,24.869748668442792,24.93985366821289,149100,4,1,18,5,1993
1993-05-05,24.93986848458261,25.097604827773928,24.93986848458261,25.009973526000977,109000,5,2,18,5,1993
1993-05-06,24.97489814516864,24.99242438948104,24.904793167919046,24.922319412231445,54700,6,3,18,5,1993
1993-05-07,24.939854070113697,24.939854070113697,24.834696568763956,24.869749069213867,68000,7,4,18,5,1993
1993-05-10,24.904793167919046,25.062529366730637,24.904793167919046,24.922319412231445,113900,10,0,19,5,1993
1993-05-11,24.922333092248742,25.027490615844727,24.852228076518085,25.027490615844727,42600,11,1,19,5,1993
1993-05-12,24.922324741037162,25.009955981336166,24.922324741037162,24.992429733276367,31000,12,2,19,5,1993
1993-05-13,24.887271526436844,24.887271526436844,24.6769565557909,24.694482803344727,129100,13,3,19,5,1993
1993-05-14,24.694488150152292,24.764593155546624,24.65943564745513,24.67696189880371,63500,14,4,19,5,1993
1993-05-17,24.747059249068016,24.764585494995117,24.641901773505406,24.764585494995117,34000,17,0,20,5,1993
1993-05-18,24.782117089874006,24.79964333958396,24.659433341904332,24.7470645904541,105200,18,1,20,5,1993
1993-05-19,24.74707156200528,25.255332946777344,24.58933527017947,25.255332946777344,50200,19,2,20,5,1993
1993-05-20,25.255324920073512,25.325429916381836,25.202746172842268,25.325429916381836,98200,20,3,20,5,1993
1993-05-21,25.34295891383507,25.37801141579058,25.08006514916873,25.097591400146484,221400,21,4,20,5,1993
1993-05-24,25.150180015510912,25.290390078315152,25.150180015510912,25.2027587890625,30500,24,0,21,5,1993
1993-05-25,25.30791171071928,25.30791171071928,25.255332946777344,25.255332946777344,191800,25,1,21,5,1993
1993-05-26,25.325421927480196,25.588315580706634,25.30789568393177,25.570789337158203,102400,26,2,21,5,1993
1993-05-27,25.60585714862304,25.60585714862304,25.448120862286554,25.483173370361328,53800,27,3,21,5,1993
1993-05-28,25.465633006118953,25.465633006118953,25.237791829877008,25.360475540161133,79100,28,4,21,5,1993
1993-06-01,25.448129140865632,25.69349677721007,25.413076621387855,25.605865478515625,28300,1,1,22,6,1993
1993-06-02,25.535736850061348,25.65842055490035,25.43057938877077,25.570789337158203,20300,2,2,22,6,1993
1993-06-03,25.518225878436102,25.518225878436102,25.430594608249166,25.483173370361328,21600,3,3,22,6,1993
1993-06-04,25.413060764183744,25.413060764183744,25.290377022563547,25.39553451538086,32000,4,4,22,6,1993
1993-06-07,25.448105608657457,25.448105608657457,25.30789566040039,25.30789566040039,121400,7,0,23,6,1993
1993-06-08,25.23780678803066,25.23780678803066,25.08007049560547,25.08007049560547,104500,8,1,23,6,1993
1993-06-09,25.167701721191406,25.27285924927438,25.132649211830415,25.167701721191406,43300,9,2,23,6,1993
1993-06-10,25.150177742593723,25.20275651139357,25.097598973793875,25.185230255126953,17900,10,3,23,6,1993
1993-06-11,25.272869474922544,25.325448260237916,25.18523816606359,25.290395736694336,647400,11,4,23,6,1993
1993-06-14,25.325437965366593,25.342964220013904,25.255332946777344,25.255332946777344,64200,14,0,24,6,1993
1993-06-15,25.290390078315152,25.307916336165682,25.2027587890625,25.2027587890625,142400,15,1,24,6,1993
1993-06-16,25.202754182835406,25.255332946777344,25.132649164246157,25.255332946777344,330900,16,2,24,6,1993
1993-06-17,25.30790975842403,25.34296226501465,25.25533099853811,25.34296226501465,37400,17,3,24,6,1993
1993-06-18,25.328415277298916,25.328415277298916,25.134260177612305,25.134260177612305,58500,18,4,24,6,1993
1993-06-21,25.20487390637147,25.20487390637147,25.151922490601784,25.187223434448242,29300,21,0,25,6,1993
1993-06-22,25.22251496729063,25.22251496729063,25.169563571278122,25.204864501953125,137500,22,1,25,6,1993
1993-06-23,25.20486075465334,25.20486075465334,24.975404739379883,24.975404739379883,227600,23,2,25,6,1993
1993-06-24,25.046005476468775,25.310762405395508,25.046005476468775,25.310762405395508,243700,24,3,25,6,1993
1993-06-25,25.293119430541992,25.36372129915481,25.27546896338879,25.293119430541992,44800,25,4,25,6,1993
1993-06-28,25.416661611995345,25.575515747070312,25.381360693089793,25.575515747070312,439900,28,0,26,6,1993
1993-06-29,25.540209983159038,25.540209983159038,25.41665679042779,25.45195770263672,207500,29,1,26,6,1993
1993-06-30,25.487258614845647,25.540209983159038,25.41665679042779,25.45195770263672,437600,30,2,26,6,1993
1993-07-01,25.48726759633368,25.48726759633368,25.346063897739032,25.381364822387695,605700,1,3,26,7,1993
1993-07-02,25.293126663794883,25.310777135995718,25.151922886188213,25.240175247192383,285400,2,4,26,7,1993
1993-07-06,25.20486075465334,25.27546260550671,24.940103813953197,24.975404739379883,246400,6,1,27,7,1993
1993-07-07,24.95775864206627,25.08131190267056,24.95775864206627,25.046010971069336,343700,7,2,27,7,1993
1993-07-08,25.06365230440678,25.381360573054188,25.028351385668177,25.32840919494629,248200,8,3,27,7,1993
1993-07-09,25.328409772850392,25.399011611938477,25.27545839353433,25.399011611938477,378200,9,4,27,7,1993
1993-07-12,25.363714360063362,25.399015284712025,25.328413435414703,25.381364822387695,373700,12,0,28,7,1993
1993-07-13,25.39902278260382,25.469624652743093,25.22251810725563,25.36372184753418,389600,13,1,28,7,1993
1993-07-14,25.381355878218866,25.522559527054575,25.3637054221144,25.45195770263672,617300,14,2,28,7,1993
1993-07-15,25.434323580484207,25.434323580484207,25.293119840967293,25.346071243286133,443800,15,3,28,7,1993
1993-07-16,25.363703935505956,25.381354390575897,25.240150750016365,25.27545166015625,216400,16,4,28,7,1993
1993-07-19,25.275466780325985,25.275466780325985,25.18721445218239,25.257816314697266,188200,19,0,29,7,1993
1993-07-20,25.240156898099784,25.32840919494629,25.116603682514683,25.32840919494629,68500,20,1,29,7,1993
1993-07-21,25.293111943467057,25.310762405395508,25.22251009575326,25.310762405395508,142700,21,2,29,7,1993
1993-07-22,25.275463886475293,25.31076481369104,25.134260177612305,25.134260177612305,632400,22,3,29,7,1993
1993-07-23,25.18721445218239,25.257816314697266,25.16956398655367,25.257816314697266,286200,23,4,29,7,1993
1993-07-26,25.328409772850392,25.45196299125454,25.328409772850392,25.399011611938477,121300,26,0,30,7,1993
1993-07-27,25.416665747036355,25.434316209360688,25.29311251076604,25.381364822387695,92800,27,1,30,7,1993
1993-07-28,25.32840919494629,25.381360573054188,25.293108276207686,25.32840919494629,30800,28,2,30,7,1993
1993-07-29,25.38136933102677,25.540223520163934,25.346068400107402,25.469621658325195,331000,29,3,30,7,1993
1993-07-30,25.469612869900693,25.469612869900693,25.293108276207686,25.32840919494629,75300,30,4,30,7,1993
1993-08-02,25.363710692394434,25.487263910798582,25.363710692394434,25.399011611938477,41300,2,0,31,8,1993
1993-08-03,25.451972685919866,25.522574551900227,25.328419420454235,25.416671752929688,81600,3,1,31,8,1993
1993-08-04,25.416671752929688,25.469623152414957,25.346069886949326,25.416671752929688,434000,4,2,31,8,1993
1993-08-05,25.416673250138636,25.416673250138636,25.328420912464544,25.36372184753418,36800,5,3,31,8,1993
1993-08-06,25.43431253148252,25.45196299125454,25.363710692394434,25.399011611938477,402300,6,4,31,8,1993
1993-08-09,25.46961460363972,25.61081828820598,25.41666322192737,25.54021644592285,828200,9,0,32,8,1993
1993-08-10,25.522571563720703,25.54022202814928,25.487270634863552,25.522571563720703,604900,10,1,32,8,1993
1993-08-11,25.504921099292126,25.593173421435008,25.504921099292126,25.522571563720703,542200,11,2,32,8,1993
1993-08-12,25.59316135147243,25.59316135147243,25.3637054221144,25.45195770263672,303700,12,3,32,8,1993
1993-08-13,25.469608454823163,25.504909367442462,25.469608454823163,25.487258911132812,103500,13,4,32,8,1993
1993-08-16,25.504910545244034,25.69906557361613,25.504910545244034,25.628463745117188,241800,16,0,33,8,1993
1993-08-17,25.610815920073772,25.716718673706055,25.610815920073772,25.716718673706055,369300,17,1,33,8,1993
1993-08-18,25.804975935379392,25.910878709396,25.787325473043293,25.857927322387695,414300,18,2,33,8,1993
1993-08-19,25.875577784723795,25.875577784723795,25.822626397715496,25.857927322387695,28500,19,3,33,8,1993
1993-08-20,25.80498178333735,25.87558364868164,25.78733131700128,25.87558364868164,80700,20,4,33,8,1993
1993-08-23,25.769678534340223,25.840280393338414,25.769678534340223,25.822629928588867,15600,23,0,34,8,1993
1993-08-24,25.82262836298965,26.10503578186035,25.82262836298965,26.10503578186035,273400,24,1,34,8,1993
1993-08-25,26.105043546573537,26.228596829079294,26.069742608714748,26.12269401550293,242300,25,2,34,8,1993
1993-08-26,26.140331268310547,26.281534948355436,26.03442850827688,26.140331268310547,120000,26,3,34,8,1993
1993-08-27,26.069742608714748,26.12269401550293,26.069742608714748,26.12269401550293,25700,27,4,34,8,1993
1993-08-30,26.140316779648792,26.26386993120689,26.140316779648792,26.22856903076172,183500,30,0,35,8,1993
1993-08-31,26.21094960974367,26.29920196533203,26.175648667508323,26.29920196533203,66500,31,1,35,8,1993
1993-09-01,26.21093411599436,26.316836880099387,26.21093411599436,26.263885498046875,136500,1,2,35,9,1993
1993-09-02,26.28155438866233,26.316855334785448,26.15800107723141,26.17565155029297,472400,2,3,35,9,1993
1993-09-03,26.15797073179178,26.228572542134,26.122669826620672,26.19327163696289,630500,3,4,35,9,1993
1993-09-07,26.193285472357452,26.228586396174645,25.98147992945429,26.016780853271484,196400,7,1,36,9,1993
1993-09-08,26.016780139151845,26.016780139151845,25.752023217790057,25.92852783203125,269900,8,2,36,9,1993
1993-09-09,25.822616010904312,25.99912056326866,25.822616010904312,25.981470108032227,239200,9,3,36,9,1993
1993-09-10,26.05208712491122,26.22859178022905,26.016786193847658,26.210941314697266,106500,10,4,36,9,1993
1993-09-13,26.29917083165206,26.29917083165206,26.22856903076172,26.22856903076172,66900,13,0,37,9,1993
1993-09-14,26.15799495336172,26.15799495336172,26.034441670855962,26.12269401550293,184500,14,1,37,9,1993
1993-09-15,26.016767111107345,26.210922089548443,25.92851484817957,26.19327163696289,101000,15,2,37,9,1993
1993-09-16,26.15799085697076,26.175641323136055,26.069738526144274,26.08738899230957,54300,16,3,37,9,1993
1993-09-17,26.07232125817022,26.090081694994584,26.001279510872752,26.036800384521484,200900,17,4,37,9,1993
1993-09-20,26.072305865596054,26.125587144612936,25.823659896850586,25.823659896850586,57800,20,0,38,9,1993
1993-09-21,25.859195875084918,25.894716748539704,25.46846626708226,25.734872817993164,318200,21,1,38,9,1993
1993-09-22,25.8236882773105,25.983532290031125,25.788167385594804,25.94801139831543,439700,22,2,38,9,1993
1993-09-23,26.019038517837057,26.10784069707882,25.983517646140353,26.09008026123047,88500,23,3,38,9,1993
1993-09-24,26.054569576380604,26.072330019172956,25.983527805211196,26.0190486907959,53500,24,4,38,9,1993
1993-09-27,26.21442992360426,26.303232192993164,26.21442992360426,26.303232192993164,274600,27,0,39,9,1993
1993-09-28,26.320971185686787,26.320971185686787,26.232168988704036,26.249929428100586,158300,28,1,39,9,1993
1993-09-29,26.24993885607438,26.320980639176067,26.12561573564642,26.161136627197266,221000,29,2,39,9,1993
1993-09-30,26.161115155901225,26.214396449497766,26.054552568708147,26.107833862304688,99300,30,3,39,9,1993
1993-10-01,26.072333726514895,26.267698625010578,26.036812835879314,26.232177734375,22700,1,4,39,10,1993
1993-10-04,26.26767921447754,26.26767921447754,26.19663748570275,26.26767921447754,1038500,4,0,40,10,1993
1993-10-05,26.320979960963946,26.320979960963946,26.14337550778605,26.232177734375,436500,5,1,40,10,1993
1993-10-06,26.249924023946125,26.356486638387043,26.21440315246582,26.21440315246582,209200,6,2,40,10,1993
1993-10-07,26.249928492566813,26.249928492566813,26.125605421221774,26.14336585998535,59400,7,3,40,10,1993
1993-10-08,26.21438819129561,26.23214861689947,25.983502658445445,26.17886734008789,54400,8,4,40,10,1993
1993-10-11,26.232177734375,26.28545907032837,26.232177734375,26.232177734375,467100,11,0,41,10,1993
1993-10-12,26.26767921447754,26.285439646671236,26.249918782283842,26.26767921447754,26200,12,1,41,10,1993
1993-10-13,26.285439646671236,26.285439646671236,26.232158350090145,26.26767921447754,139100,13,2,41,10,1993
1993-10-14,26.374251170852315,26.60513687133789,26.303209416856753,26.60513687133789,108100,14,3,41,10,1993
1993-10-15,26.72946055413559,26.8005023097612,26.65841879850998,26.747220993041992,1502500,15,4,41,10,1993
1993-10-18,26.729465026195136,26.729465026195136,26.640662816805783,26.676183700561523,722400,18,0,42,10,1993
1993-10-19,26.64065792766855,26.693939243523886,26.48081398010254,26.48081398010254,880100,19,1,42,10,1993
1993-10-20,26.569617760077627,26.569617760077627,26.463055122002448,26.51633644104004,230400,20,2,42,10,1993
1993-10-21,26.534095295957876,26.534095295957876,26.445293102865648,26.48081398010254,56200,21,3,42,10,1993
1993-10-22,26.516344632099905,26.622907303092937,26.35650062561035,26.35650062561035,390700,22,4,42,10,1993
1993-10-25,26.374243267120853,26.463045433003415,26.303201534414807,26.42752456665039,114500,25,0,43,10,1993
1993-10-26,26.409780502319336,26.427540946503814,26.320978281396947,26.409780502319336,186200,26,1,43,10,1993
1993-10-27,26.374243267120853,26.445284999826903,26.374243267120853,26.42752456665039,118400,27,2,43,10,1993
1993-10-28,26.463054150561636,26.69393985791553,26.463054150561636,26.62289810180664,129600,28,3,43,10,1993
1993-10-29,26.605137662779416,26.64065854083386,26.587377223752195,26.62289810180664,80700,29,4,43,10,1993
1993-11-01,26.58738227661498,26.71170537343282,26.58738227661498,26.693944931030273,36400,1,0,44,11,1993
1993-11-02,26.658423258683655,26.711704584317264,26.51633972366069,26.676183700561523,262100,2,1,44,11,1993
1993-11-03,26.658419676592278,26.658419676592278,26.214408689307266,26.33873176574707,479100,3,2,44,11,1993
1993-11-04,26.33872475653338,26.33872475653338,26.036797365527942,26.05455780029297,130400,4,3,44,11,1993
1993-11-05,25.983502658445445,26.17886734008789,25.876940104822292,26.17886734008789,363200,5,4,44,11,1993
1993-11-08,26.196642716725666,26.28544489542643,26.125600973765053,26.21440315246582,367600,8,0,45,11,1993
1993-11-09,26.392021742235105,26.409782187552892,26.21441728905721,26.232177734375,246900,9,1,45,11,1993
1993-11-10,26.232159801708757,26.42752456665039,26.161118069002708,26.42752456665039,46500,10,2,45,11,1993
1993-11-11,26.427542406272376,26.498584186934398,26.338740180444848,26.35650062561035,88900,11,3,45,11,1993
1993-11-12,26.409772225628753,26.569616173194767,26.392011787010308,26.48081398010254,108200,12,4,45,11,1993
1993-11-15,26.534088764574705,26.534088764574705,26.39200529060108,26.46304702758789,243300,15,0,46,11,1993
1993-11-16,26.51634149799844,26.60514371332998,26.409778839600587,26.587383270263672,492600,16,1,46,11,1993
1993-11-17,26.60512778164958,26.60512778164958,26.374242160046478,26.445283889770508,39600,17,2,46,11,1993
1993-11-18,26.40978274746776,26.463064084550748,26.303220073301784,26.3742618560791,240800,18,3,46,11,1993
1993-11-19,26.285457276461415,26.356499052884285,26.2676968323557,26.32097816467285,106000,19,4,46,11,1993
1993-11-22,26.24993885607438,26.267699301849802,26.072334398320155,26.161136627197266,165300,22,0,47,11,1993
1993-11-23,26.303232192993164,26.320992646870945,26.16114856197092,26.303232192993164,89700,23,1,47,11,1993
1993-11-24,26.37425961395038,26.427540946503814,26.338738725581425,26.409780502319336,77200,24,2,47,11,1993
1993-11-26,26.480805866179928,26.480805866179928,26.409764133473878,26.42752456665039,1019800,26,4,47,11,1993
1993-11-29,26.49858260573002,26.551863938047173,26.32097816467285,26.32097816467285,517500,29,0,48,11,1993
1993-11-30,26.30321088676427,26.463054842186875,26.28545044727287,26.33873176574707,230000,30,1,48,11,1993
1993-12-01,26.480824530245076,26.498584975939405,26.3742618560791,26.3742618560791,379200,1,2,48,12,1993
1993-12-02,26.4275234573395,26.46304432220152,26.374242160046478,26.445283889770508,352000,2,3,48,12,1993
1993-12-03,26.427533918399874,26.551856994628906,26.427533918399874,26.551856994628906,306000,3,4,48,12,1993
1993-12-06,26.58738562774658,26.67618785095215,26.58738562774658,26.640666961669922,99500,6,0,49,12,1993
1993-12-07,26.64065854083386,26.658418979861086,26.587377223752195,26.62289810180664,88800,7,1,49,12,1993
1993-12-08,26.62289810180664,26.62289810180664,26.587377223752195,26.62289810180664,146700,8,2,49,12,1993
1993-12-09,26.622901786283318,26.658422669253675,26.498578695887062,26.534099578857422,416500,9,3,49,12,1993
1993-12-10,26.55185573457632,26.55185573457632,26.427532664247202,26.48081398010254,412900,10,4,49,12,1993
1993-12-13,26.480822959899903,26.640666961669922,26.445302070617675,26.640666961669922,273200,13,0,50,12,1993
1993-12-14,26.6584090789426,26.6584090789426,26.445283889770508,26.445283889770508,41900,14,1,50,12,1993
1993-12-15,26.48082227905725,26.49858272324173,26.409780502319336,26.409780502319336,82600,15,2,50,12,1993
1993-12-16,26.5163509187366,26.5163509187366,26.463069570607857,26.49859046936035,78200,16,3,50,12,1993
1993-12-17,26.5547893063334,26.662081384338787,26.536907293332504,26.64419937133789,104700,17,4,50,12,1993
1993-12-20,26.62633896385377,26.6978670738977,26.608456936342787,26.67998504638672,68800,20,0,51,12,1993
1993-12-21,26.6442146121694,26.6442146121694,26.55480449602118,26.59056854248047,205700,21,1,51,12,1993
1993-12-22,26.66209226237509,26.78726640445197,26.608446201485002,26.769384384155273,410300,22,2,51,12,1993
1993-12-23,26.751493453979492,26.805139497002177,26.715729425297702,26.751493453979492,533800,23,3,51,12,1993
1993-12-27,26.751492307541216,26.894548416137695,26.751492307541216,26.894548416137695,447100,27,0,52,12,1993
1993-12-28,26.87667786307737,26.96608796907563,26.858795841877715,26.948205947875977,880600,28,1,52,12,1993
1993-12-29,26.96608540481111,26.983967424310322,26.89455732681426,26.912439346313477,266700,29,2,52,12,1993
1993-12-30,26.89455535461141,26.89455535461141,26.751499209108157,26.805145263671875,219900,30,3,52,12,1993
1993-12-31,26.858790588890603,26.89455462429525,26.644206376462716,26.66208839416504,312900,31,4,52,12,1993
1994-01-03,26.662096635399045,26.697860681858334,26.55480449602118,26.59056854248047,960900,3,0,1,1,1994
1994-01-04,26.62632501580455,26.697853088378906,26.59056097951737,26.697853088378906,164300,4,1,1,1,1994
1994-01-05,26.733611439638597,26.769375468320387,26.626319353593225,26.751493453979492,710900,5,2,1,1,1994
1994-01-06,26.787257482661282,26.805139497002177,26.715729425297702,26.751493453979492,201000,6,3,1,1,1994
1994-01-07,26.805147229318205,26.930321365812688,26.73361915132136,26.912439346313477,775500,7,4,1,1,1994
1994-01-10,26.94820544567847,27.234317779541016,26.876677362212835,27.234317779541016,593700,10,0,2,1,1994
1994-01-11,27.216426184302883,27.216426184302883,27.09125208227258,27.180662155151367,295200,11,1,2,1,1994
1994-01-12,27.198551117547666,27.198551117547666,27.001848906967112,27.091259002685547,158400,12,2,2,1,1994
1994-01-13,27.019733428955078,27.073379491355386,26.983969387354875,27.019733428955078,244300,13,3,2,1,1994
1994-01-14,27.109151207779927,27.180679311230534,27.109151207779927,27.127033233642578,137200,14,4,2,1,1994
1994-01-17,27.127033233642578,27.162797285367883,27.073387156054626,27.127033233642578,17700,17,0,3,1,1994
1994-01-18,27.162792205810547,27.198556250847822,27.109146138254633,27.162792205810547,166400,18,1,3,1,1994
1994-01-19,27.12702304097292,27.162787079260294,27.037612945254484,27.091259002685547,200800,19,2,3,1,1994
1994-01-20,27.12702816077327,27.180674228329185,27.109146138254633,27.162792205810547,281100,20,3,3,1,1994
1994-01-21,27.198544748854825,27.198544748854825,27.091252659115753,27.109134674072266,85600,21,4,3,1,1994
1994-01-24,27.091244918621136,27.21641898755206,27.001834869384766,27.001834869384766,373800,24,0,4,1,1994
1994-01-25,27.01971687923204,27.037598889079312,26.94818883984294,27.001834869384766,310400,25,1,4,1,1994
1994-01-26,27.001845726406245,27.09125581159302,26.966081692331535,27.073373794555664,145100,26,2,4,1,1994
1994-01-27,27.127022539757935,27.35948878433068,27.091258502131357,27.3237247467041,344500,27,3,4,1,1994
1994-01-28,27.431004805602228,27.484650838468465,27.395240783691406,27.395240783691406,356500,28,4,4,1,1994
1994-01-31,27.50252417751666,27.645580220052505,27.466760166882697,27.591934204101562,313800,31,0,5,1,1994
1994-02-01,27.55619042610889,27.55619042610889,27.413134278536617,27.448898315429688,303600,1,1,5,2,1994
1994-02-02,27.53831548598206,27.62772560119629,27.520433462939216,27.62772560119629,307600,2,2,5,2,1994
1994-02-03,27.57407821387401,27.57407821387401,27.41314001418214,27.50255012512207,466100,3,3,5,2,1994
1994-02-04,27.502547271078775,27.538311311743374,26.876676559448242,26.876676559448242,1403200,4,4,5,2,1994
1994-02-07,26.805132761064744,27.073362908773863,26.805132761064744,27.001834869384766,516400,7,0,6,2,1994
1994-02-08,27.055497470555284,27.055497470555284,26.912441304154463,27.019733428955078,188200,8,1,6,2,1994
1994-02-09,27.03762310432932,27.14491525950523,27.00185905260402,27.127033233642578,144600,9,2,6,2,1994
