"Date","Price","Open","High","Low","Vol.","Change %"
"02/20/2020","3,125.10","3,120.51","3,139.59","3,117.50","","0.34%"
"02/19/2020","3,114.57","3,089.09","3,117.84","3,086.41","","1.32%"
"02/18/2020","3,074.05","3,103.71","3,104.42","3,064.15","","-1.16%"
"02/17/2020","3,110.06","3,097.18","3,110.06","3,092.45","","0.43%"
"02/14/2020","3,096.88","3,113.72","3,120.89","3,084.57","","-0.42%"
"02/13/2020","3,110.05","3,116.99","3,122.19","3,096.98","","-0.39%"
"02/12/2020","3,122.27","3,103.81","3,122.27","3,095.70","","0.80%"
"02/11/2020","3,097.58","3,072.39","3,109.22","3,069.90","","1.15%"
"02/10/2020","3,062.41","3,088.63","3,092.93","3,049.33","","-0.82%"
"02/07/2020","3,087.63","3,101.08","3,108.28","3,056.85","","-0.29%"
"02/06/2020","3,096.68","3,132.84","3,145.15","3,086.91","","-0.56%"
"02/05/2020","3,114.25","3,105.52","3,137.97","3,083.26","","0.54%"
"02/04/2020","3,097.60","3,082.20","3,105.98","3,071.79","","0.87%"
"02/03/2020","3,070.84","3,062.27","3,085.89","3,058.48","","-0.19%"
"01/31/2020","3,076.65","3,133.40","3,143.29","3,076.65","","-1.03%"
"01/30/2020","3,108.58","3,108.38","3,121.54","3,096.31","","-0.65%"
"01/29/2020","3,128.80","3,125.91","3,140.77","3,115.64","","0.50%"
"01/28/2020","3,113.10","3,097.71","3,115.62","3,068.67","","0.91%"
"01/27/2020","3,085.16","3,123.71","3,123.71","3,076.68","","-1.94%"
"01/24/2020","3,146.20","3,147.28","3,165.86","3,134.70","","0.16%"
"01/23/2020","3,141.20","3,162.68","3,170.41","3,135.15","","-1.05%"
"01/22/2020","3,174.62","3,212.91","3,222.93","3,174.62","","-1.08%"
"01/21/2020","3,209.22","3,212.72","3,213.38","3,185.65","","-0.33%"
"01/20/2020","3,219.92","3,205.64","3,226.89","3,204.32","","0.72%"
"01/17/2020","3,196.88","3,161.25","3,198.32","3,159.23","","1.26%"
"01/16/2020","3,157.23","3,137.52","3,163.20","3,137.52","","0.79%"
"01/15/2020","3,132.63","3,128.38","3,148.29","3,106.41","","0.09%"
"01/14/2020","3,129.77","3,155.63","3,166.07","3,126.00","","-0.70%"
"01/13/2020","3,151.69","3,124.96","3,151.69","3,117.03","","0.90%"
"01/10/2020","3,123.66","3,117.24","3,130.92","3,101.21","","0.18%"
"01/09/2020","3,118.08","3,105.21","3,124.60","3,094.85","","0.26%"
"01/08/2020","3,110.06","3,076.63","3,112.01","3,071.88","","1.01%"
"01/06/2020","3,078.87","3,075.55","3,079.42","3,059.47","","0.08%"
"01/03/2020","3,076.37","3,059.20","3,086.09","3,057.36","","1.00%"
